Filled container:
Container contains 10000 elements.
0: It is TRIANGLE. Coordinates of vertices: (-90, -29), (7, -67), (22, 76). Perimeter =  401.484279; Color: GREEN
2463: It is TRIANGLE. Coordinates of vertices: (-46, 25), (-51, 19), (-80, -4). Perimeter =  89.511567; Color: RED
2464: It is TRIANGLE. Coordinates of vertices: (25, -59), (61, 63), (55, 42). Perimeter =  254.402242; Color: GREEN
2465: It is TRIANGLE. Coordinates of vertices: (70, -87), (15, -45), (71, -30). Perimeter =  184.185505; Color: ORANGE
2466: It is RECTANGLE. Coordinates of angles: (27, -80), (51, -62). Perimeter = 84.000000; Color: PURPLE
2467: It is TRIANGLE. Coordinates of vertices: (98, -94), (-33, -99), (-1, -41). Perimeter =  309.631622; Color: PURPLE
2468: It is RECTANGLE. Coordinates of angles: (-24, 61), (40, 81). Perimeter = 168.000000; Color: ORANGE
2469: It is TRIANGLE. Coordinates of vertices: (-28, 7), (-94, 87), (81, -31). Perimeter =  430.211441; Color: GREEN
2470: It is TRIANGLE. Coordinates of vertices: (21, -48), (96, -20), (84, 43). Perimeter =  254.868623; Color: PURPLE
2471: It is CIRCLE. Center coordinates: (-4, -36), radius: 60. Perimeter = 376.991118; Color: CYAN
2472: It is RECTANGLE. Coordinates of angles: (27, 67), (52, 108). Perimeter = 132.000000; Color: ORANGE
2473: It is CIRCLE. Center coordinates: (-68, -52), radius: 16. Perimeter = 100.530965; Color: BLUE
2474: It is TRIANGLE. Coordinates of vertices: (-33, -94), (-42, 56), (-50, 11). Perimeter =  302.342625; Color: ORANGE
2475: It is TRIANGLE. Coordinates of vertices: (-49, 14), (34, -75), (49, -94). Perimeter =  291.739304; Color: YELLOW
2476: It is CIRCLE. Center coordinates: (-58, 92), radius: 8. Perimeter = 50.265482; Color: YELLOW
2477: It is CIRCLE. Center coordinates: (69, -73), radius: 2. Perimeter = 12.566371; Color: ORANGE
2478: It is TRIANGLE. Coordinates of vertices: (-3, 15), (-47, 10), (-72, 74). Perimeter =  203.778175; Color: GREEN
2479: It is TRIANGLE. Coordinates of vertices: (35, -40), (-40, 11), (-25, 91). Perimeter =  316.178181; Color: YELLOW
2480: It is CIRCLE. Center coordinates: (70, -36), radius: 53. Perimeter = 333.008821; Color: CYAN
2481: It is CIRCLE. Center coordinates: (35, -38), radius: 73. Perimeter = 458.672527; Color: RED
2482: It is RECTANGLE. Coordinates of angles: (-71, -98), (10, -81). Perimeter = 196.000000; Color: GREEN
2483: It is RECTANGLE. Coordinates of angles: (-42, -74), (-26, -66). Perimeter = 48.000000; Color: ORANGE
2484: It is RECTANGLE. Coordinates of angles: (17, -83), (105, -3). Perimeter = 336.000000; Color: CYAN
2485: It is TRIANGLE. Coordinates of vertices: (75, -68), (-3, 85), (-18, -24). Perimeter =  384.645960; Color: BLUE
2486: It is CIRCLE. Center coordinates: (91, -21), radius: 20. Perimeter = 125.663706; Color: ORANGE
2487: It is TRIANGLE. Coordinates of vertices: (6, -77), (-20, 38), (-87, -70). Perimeter =  338.260024; Color: GREEN
2488: It is TRIANGLE. Coordinates of vertices: (8, 68), (-48, 12), (-33, -65). Perimeter =  296.819542; Color: YELLOW
2489: It is TRIANGLE. Coordinates of vertices: (5, -74), (-90, -64), (29, -8). Perimeter =  297.271125; Color: ORANGE
2490: It is RECTANGLE. Coordinates of angles: (-45, -53), (50, -24). Perimeter = 248.000000; Color: GREEN
2491: It is RECTANGLE. Coordinates of angles: (42, -69), (59, -12). Perimeter = 148.000000; Color: YELLOW
2492: It is TRIANGLE. Coordinates of vertices: (6, -48), (-89, 93), (59, 66). Perimeter =  446.178265; Color: YELLOW
2493: It is CIRCLE. Center coordinates: (-46, -100), radius: 81. Perimeter = 508.938010; Color: PURPLE
2494: It is RECTANGLE. Coordinates of angles: (68, 96), (92, 178). Perimeter = 212.000000; Color: ORANGE
2495: It is RECTANGLE. Coordinates of angles: (99, -3), (165, 23). Perimeter = 184.000000; Color: RED
2496: It is TRIANGLE. Coordinates of vertices: (-93, 54), (9, 34), (-26, 19). Perimeter =  217.612162; Color: ORANGE
2497: It is RECTANGLE. Coordinates of angles: (75, 59), (151, 66). Perimeter = 166.000000; Color: GREEN
2498: It is CIRCLE. Center coordinates: (83, -63), radius: 71. Perimeter = 446.106157; Color: RED
2499: It is TRIANGLE. Coordinates of vertices: (-32, -62), (61, 23), (61, 71). Perimeter =  336.281927; Color: CYAN
2500: It is TRIANGLE. Coordinates of vertices: (87, 3), (-87, -25), (-45, 24). Perimeter =  374.435302; Color: GREEN
2501: It is TRIANGLE. Coordinates of vertices: (-36, 46), (-61, -46), (-29, -78). Perimeter =  264.788505; Color: RED
2502: It is CIRCLE. Center coordinates: (-37, -51), radius: 5. Perimeter = 31.415927; Color: ORANGE
2503: It is CIRCLE. Center coordinates: (-80, 49), radius: 3. Perimeter = 18.849556; Color: CYAN
2504: It is TRIANGLE. Coordinates of vertices: (51, -4), (50, -20), (68, -11). Perimeter =  54.540608; Color: GREEN
2505: It is RECTANGLE. Coordinates of angles: (-40, -81), (-39, 7). Perimeter = 178.000000; Color: CYAN
2506: It is TRIANGLE. Coordinates of vertices: (-68, 53), (26, 86), (-62, 61). Perimeter =  201.106533; Color: ORANGE
2507: It is CIRCLE. Center coordinates: (-68, 58), radius: 81. Perimeter = 508.938010; Color: GREEN
2508: It is RECTANGLE. Coordinates of angles: (64, -89), (116, -7). Perimeter = 268.000000; Color: BLUE
2509: It is RECTANGLE. Coordinates of angles: (37, 32), (125, 87). Perimeter = 286.000000; Color: CYAN
2510: It is RECTANGLE. Coordinates of angles: (7, 20), (7, 64). Perimeter = 88.000000; Color: BLUE
2511: It is CIRCLE. Center coordinates: (-70, 13), radius: 39. Perimeter = 245.044227; Color: YELLOW
2512: It is TRIANGLE. Coordinates of vertices: (72, 5), (-77, -56), (-88, -35). Perimeter =  349.633870; Color: GREEN
2513: It is RECTANGLE. Coordinates of angles: (-49, -34), (8, 53). Perimeter = 288.000000; Color: CYAN
2514: It is RECTANGLE. Coordinates of angles: (-66, -88), (11, 9). Perimeter = 348.000000; Color: ORANGE
2515: It is CIRCLE. Center coordinates: (34, 52), radius: 27. Perimeter = 169.646003; Color: BLUE
2516: It is TRIANGLE. Coordinates of vertices: (94, 24), (-28, 85), (-32, 89). Perimeter =  283.834996; Color: CYAN
2517: It is TRIANGLE. Coordinates of vertices: (-55, -4), (-7, 37), (-49, 10). Perimeter =  128.288354; Color: BLUE
2518: It is RECTANGLE. Coordinates of angles: (-70, -39), (-24, -10). Perimeter = 150.000000; Color: YELLOW
2519: It is TRIANGLE. Coordinates of vertices: (68, -68), (-22, 77), (-17, -45). Perimeter =  380.819698; Color: PURPLE
2520: It is CIRCLE. Center coordinates: (-52, -85), radius: 16. Perimeter = 100.530965; Color: ORANGE
2521: It is CIRCLE. Center coordinates: (44, -33), radius: 18. Perimeter = 113.097336; Color: BLUE
2522: It is CIRCLE. Center coordinates: (49, 64), radius: 84. Perimeter = 527.787566; Color: YELLOW
2523: It is CIRCLE. Center coordinates: (30, -66), radius: 89. Perimeter = 559.203492; Color: BLUE
2524: It is CIRCLE. Center coordinates: (-94, -59), radius: 70. Perimeter = 439.822971; Color: RED
2525: It is CIRCLE. Center coordinates: (-14, 87), radius: 71. Perimeter = 446.106157; Color: YELLOW
2526: It is CIRCLE. Center coordinates: (96, -66), radius: 16. Perimeter = 100.530965; Color: CYAN
2527: It is CIRCLE. Center coordinates: (-76, 6), radius: 18. Perimeter = 113.097336; Color: GREEN
2528: It is CIRCLE. Center coordinates: (-32, -2), radius: 66. Perimeter = 414.690230; Color: BLUE
2529: It is TRIANGLE. Coordinates of vertices: (-15, 13), (-29, 43), (-13, -2). Perimeter =  95.998452; Color: ORANGE
2530: It is RECTANGLE. Coordinates of angles: (-89, 43), (-18, 57). Perimeter = 170.000000; Color: BLUE
2531: It is TRIANGLE. Coordinates of vertices: (-25, -37), (-30, 81), (73, -32). Perimeter =  369.132012; Color: CYAN
2532: It is CIRCLE. Center coordinates: (15, -10), radius: 86. Perimeter = 540.353936; Color: CYAN
2533: It is RECTANGLE. Coordinates of angles: (4, 51), (90, 135). Perimeter = 340.000000; Color: BLUE
2534: It is RECTANGLE. Coordinates of angles: (-43, -65), (-11, -39). Perimeter = 116.000000; Color: BLUE
2535: It is CIRCLE. Center coordinates: (85, 79), radius: 88. Perimeter = 552.920307; Color: BLUE
2536: It is TRIANGLE. Coordinates of vertices: (85, -85), (41, -87), (-82, -70). Perimeter =  335.886970; Color: YELLOW
2537: It is TRIANGLE. Coordinates of vertices: (55, 5), (59, -29), (-36, 54). Perimeter =  263.738950; Color: GREEN
2538: It is TRIANGLE. Coordinates of vertices: (-82, -52), (-99, 1), (94, -22). Perimeter =  428.563826; Color: ORANGE
2539: It is RECTANGLE. Coordinates of angles: (17, -54), (112, -15). Perimeter = 268.000000; Color: RED
2540: It is TRIANGLE. Coordinates of vertices: (98, 88), (10, -45), (73, -12). Perimeter =  333.674529; Color: CYAN
2541: It is CIRCLE. Center coordinates: (53, 43), radius: 33. Perimeter = 207.345115; Color: YELLOW
2542: It is RECTANGLE. Coordinates of angles: (-2, 85), (51, 170). Perimeter = 276.000000; Color: CYAN
2543: It is RECTANGLE. Coordinates of angles: (-35, -27), (10, -9). Perimeter = 126.000000; Color: CYAN
2544: It is CIRCLE. Center coordinates: (-87, 4), radius: 54. Perimeter = 339.292007; Color: RED
2545: It is TRIANGLE. Coordinates of vertices: (-66, -61), (-95, 98), (94, 8). Perimeter =  545.201760; Color: RED
2546: It is TRIANGLE. Coordinates of vertices: (-10, -47), (85, 96), (-10, -41). Perimeter =  344.395261; Color: ORANGE
2547: It is TRIANGLE. Coordinates of vertices: (98, -17), (32, -32), (-6, -69). Perimeter =  236.996342; Color: YELLOW
2548: It is TRIANGLE. Coordinates of vertices: (-49, 77), (-51, 48), (29, -96). Perimeter =  383.569880; Color: YELLOW
2549: It is RECTANGLE. Coordinates of angles: (30, -55), (80, -38). Perimeter = 134.000000; Color: GREEN
2550: It is RECTANGLE. Coordinates of angles: (67, 25), (150, 48). Perimeter = 212.000000; Color: YELLOW
2551: It is CIRCLE. Center coordinates: (91, -93), radius: 87. Perimeter = 546.637122; Color: RED
2552: It is RECTANGLE. Coordinates of angles: (20, 61), (118, 95). Perimeter = 264.000000; Color: YELLOW
2553: It is TRIANGLE. Coordinates of vertices: (-78, 87), (-14, 25), (26, 85). Perimeter =  265.236932; Color: GREEN
2554: It is CIRCLE. Center coordinates: (4, 35), radius: 83. Perimeter = 521.504380; Color: YELLOW
2555: It is TRIANGLE. Coordinates of vertices: (66, 78), (-79, -16), (-97, 46). Perimeter =  403.474814; Color: BLUE
2556: It is RECTANGLE. Coordinates of angles: (-93, 42), (-77, 58). Perimeter = 64.000000; Color: YELLOW
2557: It is CIRCLE. Center coordinates: (-16, -41), radius: 84. Perimeter = 527.787566; Color: CYAN
2558: It is RECTANGLE. Coordinates of angles: (65, -29), (133, -2). Perimeter = 190.000000; Color: BLUE
2559: It is TRIANGLE. Coordinates of vertices: (-81, 53), (78, -76), (-17, 11). Perimeter =  410.116964; Color: GREEN
2560: It is TRIANGLE. Coordinates of vertices: (78, -65), (-40, 62), (29, -60). Perimeter =  362.773075; Color: PURPLE
2561: It is RECTANGLE. Coordinates of angles: (3, 10), (64, 66). Perimeter = 234.000000; Color: GREEN
2562: It is RECTANGLE. Coordinates of angles: (62, 64), (152, 156). Perimeter = 364.000000; Color: CYAN
2563: It is CIRCLE. Center coordinates: (44, 52), radius: 32. Perimeter = 201.061930; Color: PURPLE
2564: It is TRIANGLE. Coordinates of vertices: (-30, -56), (-9, 10), (-71, -50). Perimeter =  196.975695; Color: CYAN
2565: It is CIRCLE. Center coordinates: (-84, 60), radius: 85. Perimeter = 534.070751; Color: RED
2566: It is TRIANGLE. Coordinates of vertices: (17, 25), (70, -65), (84, 42). Perimeter =  281.481238; Color: BLUE
2567: It is RECTANGLE. Coordinates of angles: (-94, -46), (-17, -34). Perimeter = 178.000000; Color: CYAN
2568: It is TRIANGLE. Coordinates of vertices: (-71, -15), (-20, 56), (7, -19). Perimeter =  245.233012; Color: PURPLE
2569: It is RECTANGLE. Coordinates of angles: (-76, -85), (-40, -17). Perimeter = 208.000000; Color: ORANGE
2570: It is TRIANGLE. Coordinates of vertices: (3, 37), (34, 24), (72, 6). Perimeter =  151.306967; Color: YELLOW
2571: It is CIRCLE. Center coordinates: (94, -98), radius: 42. Perimeter = 263.893783; Color: RED
2572: It is CIRCLE. Center coordinates: (83, 17), radius: 14. Perimeter = 87.964594; Color: BLUE
2573: It is RECTANGLE. Coordinates of angles: (-36, 54), (11, 128). Perimeter = 242.000000; Color: ORANGE
2574: It is RECTANGLE. Coordinates of angles: (-56, 25), (43, 116). Perimeter = 380.000000; Color: CYAN
2575: It is TRIANGLE. Coordinates of vertices: (6, 75), (61, -89), (33, -80). Perimeter =  359.721799; Color: GREEN
2576: It is RECTANGLE. Coordinates of angles: (11, -51), (73, 33). Perimeter = 292.000000; Color: RED
2577: It is RECTANGLE. Coordinates of angles: (37, -85), (41, -46). Perimeter = 86.000000; Color: ORANGE
2578: It is CIRCLE. Center coordinates: (20, 44), radius: 18. Perimeter = 113.097336; Color: PURPLE
2579: It is RECTANGLE. Coordinates of angles: (-39, 29), (40, 95). Perimeter = 290.000000; Color: PURPLE
2580: It is TRIANGLE. Coordinates of vertices: (-14, -89), (-67, -60), (9, -52). Perimeter =  180.401164; Color: ORANGE
2581: It is RECTANGLE. Coordinates of angles: (-25, 5), (2, 75). Perimeter = 194.000000; Color: BLUE
2582: It is TRIANGLE. Coordinates of vertices: (-21, 91), (89, 92), (12, -23). Perimeter =  367.082765; Color: RED
2583: It is CIRCLE. Center coordinates: (-55, -67), radius: 85. Perimeter = 534.070751; Color: YELLOW
2584: It is RECTANGLE. Coordinates of angles: (11, -86), (46, 2). Perimeter = 246.000000; Color: ORANGE
2585: It is CIRCLE. Center coordinates: (-64, -18), radius: 89. Perimeter = 559.203492; Color: CYAN
2586: It is TRIANGLE. Coordinates of vertices: (5, -31), (19, 26), (-86, 16). Perimeter =  266.589939; Color: CYAN
2587: It is RECTANGLE. Coordinates of angles: (67, 31), (85, 124). Perimeter = 222.000000; Color: CYAN
2588: It is CIRCLE. Center coordinates: (94, -85), radius: 6. Perimeter = 37.699112; Color: ORANGE
2589: It is CIRCLE. Center coordinates: (-12, -95), radius: 74. Perimeter = 464.955713; Color: RED
2590: It is RECTANGLE. Coordinates of angles: (-19, 97), (66, 119). Perimeter = 214.000000; Color: PURPLE
2591: It is CIRCLE. Center coordinates: (17, -45), radius: 29. Perimeter = 182.212374; Color: RED
2592: It is CIRCLE. Center coordinates: (-55, -13), radius: 70. Perimeter = 439.822971; Color: BLUE
2593: It is TRIANGLE. Coordinates of vertices: (-16, 57), (57, 94), (73, 87). Perimeter =  193.225738; Color: RED
2594: It is CIRCLE. Center coordinates: (51, -30), radius: 35. Perimeter = 219.911486; Color: ORANGE
2595: It is TRIANGLE. Coordinates of vertices: (-95, 16), (61, 0), (-7, 23). Perimeter =  316.880736; Color: GREEN
2596: It is CIRCLE. Center coordinates: (8, -22), radius: 68. Perimeter = 427.256601; Color: GREEN
2597: It is RECTANGLE. Coordinates of angles: (23, -86), (71, -17). Perimeter = 234.000000; Color: PURPLE
2598: It is RECTANGLE. Coordinates of angles: (68, 88), (103, 186). Perimeter = 266.000000; Color: BLUE
2599: It is CIRCLE. Center coordinates: (19, -24), radius: 93. Perimeter = 584.336233; Color: GREEN
2600: It is RECTANGLE. Coordinates of angles: (-39, 5), (-14, 73). Perimeter = 186.000000; Color: PURPLE
2601: It is TRIANGLE. Coordinates of vertices: (74, 35), (94, -17), (51, 68). Perimeter =  191.195469; Color: BLUE
2602: It is TRIANGLE. Coordinates of vertices: (37, -48), (-83, 20), (-50, 23). Perimeter =  283.357857; Color: BLUE
2603: It is RECTANGLE. Coordinates of angles: (-98, 19), (-15, 64). Perimeter = 256.000000; Color: YELLOW
2604: It is CIRCLE. Center coordinates: (-22, 54), radius: 22. Perimeter = 138.230077; Color: RED
2605: It is RECTANGLE. Coordinates of angles: (-37, 98), (-32, 117). Perimeter = 48.000000; Color: BLUE
2606: It is CIRCLE. Center coordinates: (-38, -48), radius: 97. Perimeter = 609.468975; Color: GREEN
2607: It is CIRCLE. Center coordinates: (67, -97), radius: 22. Perimeter = 138.230077; Color: CYAN
2608: It is RECTANGLE. Coordinates of angles: (-71, -27), (19, 20). Perimeter = 274.000000; Color: GREEN
2609: It is CIRCLE. Center coordinates: (18, -39), radius: 45. Perimeter = 282.743339; Color: PURPLE
2610: It is TRIANGLE. Coordinates of vertices: (-54, 76), (-96, 38), (-50, -90). Perimeter =  358.702100; Color: PURPLE
2611: It is TRIANGLE. Coordinates of vertices: (33, -40), (58, -21), (-85, -91). Perimeter =  319.163931; Color: BLUE
2612: It is TRIANGLE. Coordinates of vertices: (96, -53), (59, -69), (72, -42). Perimeter =  96.678694; Color: BLUE
2613: It is TRIANGLE. Coordinates of vertices: (60, -13), (-30, 7), (-16, 47). Perimeter =  231.404432; Color: ORANGE
2614: It is CIRCLE. Center coordinates: (-49, 81), radius: 69. Perimeter = 433.539786; Color: GREEN
2615: It is CIRCLE. Center coordinates: (30, -49), radius: 8. Perimeter = 50.265482; Color: YELLOW
2616: It is CIRCLE. Center coordinates: (-71, -17), radius: 42. Perimeter = 263.893783; Color: ORANGE
2617: It is TRIANGLE. Coordinates of vertices: (5, -33), (84, 7), (-100, -11). Perimeter =  380.707767; Color: PURPLE
2618: It is RECTANGLE. Coordinates of angles: (57, -92), (80, -87). Perimeter = 56.000000; Color: YELLOW
2619: It is RECTANGLE. Coordinates of angles: (85, -18), (118, 67). Perimeter = 236.000000; Color: PURPLE
2620: It is CIRCLE. Center coordinates: (85, -99), radius: 11. Perimeter = 69.115038; Color: CYAN
2621: It is RECTANGLE. Coordinates of angles: (-76, -38), (18, 55). Perimeter = 374.000000; Color: RED
2622: It is TRIANGLE. Coordinates of vertices: (99, -4), (23, -56), (8, -54). Perimeter =  211.051256; Color: RED
2623: It is RECTANGLE. Coordinates of angles: (-53, -75), (43, -10). Perimeter = 322.000000; Color: GREEN
2624: It is RECTANGLE. Coordinates of angles: (-9, -10), (53, 17). Perimeter = 178.000000; Color: CYAN
2625: It is CIRCLE. Center coordinates: (-92, 74), radius: 6. Perimeter = 37.699112; Color: BLUE
2626: It is CIRCLE. Center coordinates: (33, -24), radius: 10. Perimeter = 62.831853; Color: GREEN
2627: It is CIRCLE. Center coordinates: (-83, -35), radius: 4. Perimeter = 25.132741; Color: ORANGE
2628: It is TRIANGLE. Coordinates of vertices: (1, 16), (-86, 49), (49, 71). Perimeter =  302.829221; Color: GREEN
2629: It is TRIANGLE. Coordinates of vertices: (73, -88), (16, -77), (-94, 12). Perimeter =  394.198254; Color: PURPLE
2630: It is TRIANGLE. Coordinates of vertices: (-5, 93), (55, 20), (77, -60). Perimeter =  351.051854; Color: CYAN
2631: It is CIRCLE. Center coordinates: (68, -23), radius: 18. Perimeter = 113.097336; Color: YELLOW
2632: It is TRIANGLE. Coordinates of vertices: (-55, -78), (34, 92), (22, 6). Perimeter =  392.672906; Color: GREEN
2633: It is CIRCLE. Center coordinates: (63, -7), radius: 81. Perimeter = 508.938010; Color: ORANGE
2634: It is CIRCLE. Center coordinates: (56, -63), radius: 46. Perimeter = 289.026524; Color: YELLOW
2635: It is CIRCLE. Center coordinates: (16, 40), radius: 86. Perimeter = 540.353936; Color: BLUE
2636: It is CIRCLE. Center coordinates: (80, 50), radius: 5. Perimeter = 31.415927; Color: CYAN
2637: It is RECTANGLE. Coordinates of angles: (47, 24), (136, 85). Perimeter = 300.000000; Color: GREEN
2638: It is CIRCLE. Center coordinates: (-50, 47), radius: 31. Perimeter = 194.778744; Color: ORANGE
2639: It is RECTANGLE. Coordinates of angles: (-43, -95), (-17, -44). Perimeter = 154.000000; Color: RED
2640: It is TRIANGLE. Coordinates of vertices: (-83, 52), (-11, -9), (8, 86). Perimeter =  288.391901; Color: CYAN
2641: It is CIRCLE. Center coordinates: (14, 97), radius: 53. Perimeter = 333.008821; Color: CYAN
2642: It is RECTANGLE. Coordinates of angles: (62, -17), (150, 73). Perimeter = 356.000000; Color: YELLOW
2643: It is RECTANGLE. Coordinates of angles: (46, 4), (82, 60). Perimeter = 184.000000; Color: ORANGE
2644: It is RECTANGLE. Coordinates of angles: (-2, -17), (25, 58). Perimeter = 204.000000; Color: CYAN
2645: It is RECTANGLE. Coordinates of angles: (35, -43), (36, -4). Perimeter = 80.000000; Color: GREEN
2646: It is CIRCLE. Center coordinates: (-20, 0), radius: 42. Perimeter = 263.893783; Color: GREEN
2647: It is CIRCLE. Center coordinates: (96, -1), radius: 70. Perimeter = 439.822971; Color: GREEN
2648: It is CIRCLE. Center coordinates: (-93, -82), radius: 26. Perimeter = 163.362818; Color: ORANGE
2649: It is RECTANGLE. Coordinates of angles: (-22, 29), (5, 96). Perimeter = 188.000000; Color: RED
2650: It is CIRCLE. Center coordinates: (78, -90), radius: 39. Perimeter = 245.044227; Color: ORANGE
2651: It is CIRCLE. Center coordinates: (70, -87), radius: 86. Perimeter = 540.353936; Color: PURPLE
2652: It is RECTANGLE. Coordinates of angles: (94, -78), (118, -61). Perimeter = 82.000000; Color: GREEN
2653: It is TRIANGLE. Coordinates of vertices: (-95, -26), (-69, 76), (17, -47). Perimeter =  369.296633; Color: BLUE
2654: It is CIRCLE. Center coordinates: (-8, -16), radius: 18. Perimeter = 113.097336; Color: YELLOW
2655: It is CIRCLE. Center coordinates: (-43, 54), radius: 19. Perimeter = 119.380521; Color: RED
2656: It is TRIANGLE. Coordinates of vertices: (90, -84), (-45, -15), (33, 29). Perimeter =  367.728036; Color: PURPLE
2657: It is RECTANGLE. Coordinates of angles: (46, -39), (142, -22). Perimeter = 226.000000; Color: GREEN
2658: It is TRIANGLE. Coordinates of vertices: (2, -93), (51, -23), (5, -62). Perimeter =  176.898257; Color: CYAN
2659: It is CIRCLE. Center coordinates: (6, -27), radius: 31. Perimeter = 194.778744; Color: GREEN
2660: It is RECTANGLE. Coordinates of angles: (41, 35), (106, 74). Perimeter = 208.000000; Color: GREEN
2661: It is TRIANGLE. Coordinates of vertices: (0, 64), (-63, -13), (-50, -56). Perimeter =  274.410848; Color: PURPLE
2662: It is CIRCLE. Center coordinates: (-9, 48), radius: 30. Perimeter = 188.495559; Color: ORANGE
2663: It is CIRCLE. Center coordinates: (-52, 5), radius: 30. Perimeter = 188.495559; Color: GREEN
2664: It is CIRCLE. Center coordinates: (12, -25), radius: 93. Perimeter = 584.336233; Color: CYAN
2665: It is TRIANGLE. Coordinates of vertices: (-83, 16), (-51, -46), (24, 36). Perimeter =  289.750221; Color: PURPLE
2666: It is RECTANGLE. Coordinates of angles: (91, -45), (114, -37). Perimeter = 62.000000; Color: RED
2667: It is RECTANGLE. Coordinates of angles: (94, -26), (115, 67). Perimeter = 228.000000; Color: ORANGE
2668: It is TRIANGLE. Coordinates of vertices: (47, -28), (7, -39), (37, 20). Perimeter =  156.704663; Color: RED
2669: It is CIRCLE. Center coordinates: (77, -49), radius: 80. Perimeter = 502.654824; Color: GREEN
2670: It is CIRCLE. Center coordinates: (-5, 93), radius: 24. Perimeter = 150.796447; Color: GREEN
2671: It is TRIANGLE. Coordinates of vertices: (92, -76), (99, -26), (-68, 36). Perimeter =  423.930099; Color: YELLOW
2672: It is CIRCLE. Center coordinates: (8, -100), radius: 27. Perimeter = 169.646003; Color: RED
2673: It is RECTANGLE. Coordinates of angles: (-31, 75), (16, 166). Perimeter = 276.000000; Color: BLUE
2674: It is TRIANGLE. Coordinates of vertices: (-52, 82), (44, -29), (25, -89). Perimeter =  397.228037; Color: GREEN
2675: It is CIRCLE. Center coordinates: (30, -66), radius: 89. Perimeter = 559.203492; Color: YELLOW
2676: It is TRIANGLE. Coordinates of vertices: (-47, 2), (75, 69), (-94, -31). Perimeter =  392.984690; Color: CYAN
2677: It is TRIANGLE. Coordinates of vertices: (-15, -94), (71, 33), (-34, 40). Perimeter =  393.952003; Color: CYAN
2678: It is CIRCLE. Center coordinates: (-44, 59), radius: 77. Perimeter = 483.805269; Color: YELLOW
2679: It is CIRCLE. Center coordinates: (65, -99), radius: 50. Perimeter = 314.159265; Color: ORANGE
2680: It is CIRCLE. Center coordinates: (-28, 11), radius: 14. Perimeter = 87.964594; Color: ORANGE
2681: It is RECTANGLE. Coordinates of angles: (60, -79), (143, -23). Perimeter = 278.000000; Color: GREEN
2682: It is CIRCLE. Center coordinates: (-36, 65), radius: 84. Perimeter = 527.787566; Color: BLUE
2683: It is TRIANGLE. Coordinates of vertices: (-42, 57), (-89, 20), (74, 14). Perimeter =  346.640156; Color: YELLOW
2684: It is CIRCLE. Center coordinates: (-32, -6), radius: 26. Perimeter = 163.362818; Color: RED
2685: It is TRIANGLE. Coordinates of vertices: (12, -92), (-18, -3), (30, 46). Perimeter =  301.682143; Color: CYAN
2686: It is TRIANGLE. Coordinates of vertices: (-54, -28), (73, -41), (98, -26). Perimeter =  308.831537; Color: GREEN
2687: It is TRIANGLE. Coordinates of vertices: (-11, -6), (78, 76), (61, -44). Perimeter =  323.627242; Color: CYAN
2688: It is TRIANGLE. Coordinates of vertices: (-83, 44), (-69, 65), (-48, -87). Perimeter =  314.277645; Color: ORANGE
2689: It is CIRCLE. Center coordinates: (38, -67), radius: 67. Perimeter = 420.973416; Color: PURPLE
2690: It is TRIANGLE. Coordinates of vertices: (-79, -73), (-85, 43), (-54, 58). Perimeter =  283.957583; Color: RED
2691: It is TRIANGLE. Coordinates of vertices: (28, 83), (-46, -33), (-90, 5). Perimeter =  337.181010; Color: RED
2692: It is TRIANGLE. Coordinates of vertices: (95, -68), (65, 80), (8, 29). Perimeter =  357.794881; Color: RED
2693: It is RECTANGLE. Coordinates of angles: (9, 28), (41, 116). Perimeter = 240.000000; Color: BLUE
2694: It is CIRCLE. Center coordinates: (-50, -89), radius: 38. Perimeter = 238.761042; Color: GREEN
2695: It is CIRCLE. Center coordinates: (60, 29), radius: 33. Perimeter = 207.345115; Color: RED
2696: It is RECTANGLE. Coordinates of angles: (79, 39), (79, 109). Perimeter = 140.000000; Color: CYAN
2697: It is TRIANGLE. Coordinates of vertices: (-45, 5), (-96, 25), (29, 66). Perimeter =  282.234645; Color: ORANGE
2698: It is TRIANGLE. Coordinates of vertices: (-26, 56), (-39, 33), (40, 49). Perimeter =  173.393834; Color: CYAN
2699: It is RECTANGLE. Coordinates of angles: (92, -81), (137, 2). Perimeter = 256.000000; Color: CYAN
2700: It is RECTANGLE. Coordinates of angles: (58, 14), (134, 68). Perimeter = 260.000000; Color: ORANGE
2701: It is RECTANGLE. Coordinates of angles: (-66, -47), (-58, 23). Perimeter = 156.000000; Color: YELLOW
2702: It is CIRCLE. Center coordinates: (-33, 75), radius: 34. Perimeter = 213.628300; Color: ORANGE
2703: It is TRIANGLE. Coordinates of vertices: (49, 12), (24, 68), (-39, 41). Perimeter =  222.524225; Color: CYAN
2704: It is CIRCLE. Center coordinates: (28, -27), radius: 91. Perimeter = 571.769863; Color: RED
2705: It is TRIANGLE. Coordinates of vertices: (-31, -100), (50, -58), (-71, 14). Perimeter =  352.856623; Color: CYAN
2706: It is CIRCLE. Center coordinates: (-94, -67), radius: 61. Perimeter = 383.274304; Color: YELLOW
2707: It is TRIANGLE. Coordinates of vertices: (-73, -51), (38, 5), (-85, -51). Perimeter =  271.474251; Color: BLUE
2708: It is TRIANGLE. Coordinates of vertices: (82, -86), (-10, 41), (-92, 70). Perimeter =  477.490668; Color: GREEN
