Container with deleted elements:
Container contains 4698 elements.
0: It is TRIANGLE. Coordinates of vertices: (-90, -29), (7, -67), (22, 76). Perimeter =  401.484279; Color: GREEN
1182: It is TRIANGLE. Coordinates of vertices: (87, 3), (-87, -25), (-45, 24). Perimeter =  374.435302; Color: GREEN
1183: It is CIRCLE. Center coordinates: (-68, 58), radius: 81. Perimeter = 508.938010; Color: GREEN
1184: It is RECTANGLE. Coordinates of angles: (37, 32), (125, 87). Perimeter = 286.000000; Color: CYAN
1185: It is TRIANGLE. Coordinates of vertices: (72, 5), (-77, -56), (-88, -35). Perimeter =  349.633870; Color: GREEN
1186: It is RECTANGLE. Coordinates of angles: (-49, -34), (8, 53). Perimeter = 288.000000; Color: CYAN
1187: It is RECTANGLE. Coordinates of angles: (-66, -88), (11, 9). Perimeter = 348.000000; Color: ORANGE
1188: It is TRIANGLE. Coordinates of vertices: (94, 24), (-28, 85), (-32, 89). Perimeter =  283.834996; Color: CYAN
1189: It is TRIANGLE. Coordinates of vertices: (68, -68), (-22, 77), (-17, -45). Perimeter =  380.819698; Color: PURPLE
1190: It is CIRCLE. Center coordinates: (49, 64), radius: 84. Perimeter = 527.787566; Color: YELLOW
1191: It is CIRCLE. Center coordinates: (30, -66), radius: 89. Perimeter = 559.203492; Color: BLUE
1192: It is CIRCLE. Center coordinates: (-94, -59), radius: 70. Perimeter = 439.822971; Color: RED
1193: It is CIRCLE. Center coordinates: (-14, 87), radius: 71. Perimeter = 446.106157; Color: YELLOW
1194: It is CIRCLE. Center coordinates: (-32, -2), radius: 66. Perimeter = 414.690230; Color: BLUE
1195: It is TRIANGLE. Coordinates of vertices: (-25, -37), (-30, 81), (73, -32). Perimeter =  369.132012; Color: CYAN
1196: It is CIRCLE. Center coordinates: (15, -10), radius: 86. Perimeter = 540.353936; Color: CYAN
1197: It is RECTANGLE. Coordinates of angles: (4, 51), (90, 135). Perimeter = 340.000000; Color: BLUE
1198: It is CIRCLE. Center coordinates: (85, 79), radius: 88. Perimeter = 552.920307; Color: BLUE
1199: It is TRIANGLE. Coordinates of vertices: (85, -85), (41, -87), (-82, -70). Perimeter =  335.886970; Color: YELLOW
1200: It is TRIANGLE. Coordinates of vertices: (-82, -52), (-99, 1), (94, -22). Perimeter =  428.563826; Color: ORANGE
1201: It is TRIANGLE. Coordinates of vertices: (98, 88), (10, -45), (73, -12). Perimeter =  333.674529; Color: CYAN
1202: It is RECTANGLE. Coordinates of angles: (-2, 85), (51, 170). Perimeter = 276.000000; Color: CYAN
1203: It is CIRCLE. Center coordinates: (-87, 4), radius: 54. Perimeter = 339.292007; Color: RED
1204: It is TRIANGLE. Coordinates of vertices: (-66, -61), (-95, 98), (94, 8). Perimeter =  545.201760; Color: RED
1205: It is TRIANGLE. Coordinates of vertices: (-10, -47), (85, 96), (-10, -41). Perimeter =  344.395261; Color: ORANGE
1206: It is TRIANGLE. Coordinates of vertices: (-49, 77), (-51, 48), (29, -96). Perimeter =  383.569880; Color: YELLOW
1207: It is CIRCLE. Center coordinates: (91, -93), radius: 87. Perimeter = 546.637122; Color: RED
1208: It is CIRCLE. Center coordinates: (4, 35), radius: 83. Perimeter = 521.504380; Color: YELLOW
1209: It is TRIANGLE. Coordinates of vertices: (66, 78), (-79, -16), (-97, 46). Perimeter =  403.474814; Color: BLUE
1210: It is CIRCLE. Center coordinates: (-16, -41), radius: 84. Perimeter = 527.787566; Color: CYAN
1211: It is TRIANGLE. Coordinates of vertices: (-81, 53), (78, -76), (-17, 11). Perimeter =  410.116964; Color: GREEN
1212: It is TRIANGLE. Coordinates of vertices: (78, -65), (-40, 62), (29, -60). Perimeter =  362.773075; Color: PURPLE
1213: It is RECTANGLE. Coordinates of angles: (62, 64), (152, 156). Perimeter = 364.000000; Color: CYAN
1214: It is CIRCLE. Center coordinates: (-84, 60), radius: 85. Perimeter = 534.070751; Color: RED
1215: It is TRIANGLE. Coordinates of vertices: (17, 25), (70, -65), (84, 42). Perimeter =  281.481238; Color: BLUE
1216: It is RECTANGLE. Coordinates of angles: (-56, 25), (43, 116). Perimeter = 380.000000; Color: CYAN
1217: It is TRIANGLE. Coordinates of vertices: (6, 75), (61, -89), (33, -80). Perimeter =  359.721799; Color: GREEN
1218: It is RECTANGLE. Coordinates of angles: (11, -51), (73, 33). Perimeter = 292.000000; Color: RED
1219: It is RECTANGLE. Coordinates of angles: (-39, 29), (40, 95). Perimeter = 290.000000; Color: PURPLE
1220: It is TRIANGLE. Coordinates of vertices: (-21, 91), (89, 92), (12, -23). Perimeter =  367.082765; Color: RED
1221: It is CIRCLE. Center coordinates: (-55, -67), radius: 85. Perimeter = 534.070751; Color: YELLOW
1222: It is CIRCLE. Center coordinates: (-64, -18), radius: 89. Perimeter = 559.203492; Color: CYAN
1223: It is CIRCLE. Center coordinates: (-12, -95), radius: 74. Perimeter = 464.955713; Color: RED
1224: It is CIRCLE. Center coordinates: (-55, -13), radius: 70. Perimeter = 439.822971; Color: BLUE
1225: It is TRIANGLE. Coordinates of vertices: (-95, 16), (61, 0), (-7, 23). Perimeter =  316.880736; Color: GREEN
1226: It is CIRCLE. Center coordinates: (8, -22), radius: 68. Perimeter = 427.256601; Color: GREEN
1227: It is CIRCLE. Center coordinates: (19, -24), radius: 93. Perimeter = 584.336233; Color: GREEN
1228: It is TRIANGLE. Coordinates of vertices: (37, -48), (-83, 20), (-50, 23). Perimeter =  283.357857; Color: BLUE
1229: It is CIRCLE. Center coordinates: (-38, -48), radius: 97. Perimeter = 609.468975; Color: GREEN
1230: It is RECTANGLE. Coordinates of angles: (-71, -27), (19, 20). Perimeter = 274.000000; Color: GREEN
1231: It is CIRCLE. Center coordinates: (18, -39), radius: 45. Perimeter = 282.743339; Color: PURPLE
1232: It is TRIANGLE. Coordinates of vertices: (-54, 76), (-96, 38), (-50, -90). Perimeter =  358.702100; Color: PURPLE
1233: It is TRIANGLE. Coordinates of vertices: (33, -40), (58, -21), (-85, -91). Perimeter =  319.163931; Color: BLUE
1234: It is CIRCLE. Center coordinates: (-49, 81), radius: 69. Perimeter = 433.539786; Color: GREEN
1235: It is TRIANGLE. Coordinates of vertices: (5, -33), (84, 7), (-100, -11). Perimeter =  380.707767; Color: PURPLE
1236: It is RECTANGLE. Coordinates of angles: (-76, -38), (18, 55). Perimeter = 374.000000; Color: RED
1237: It is RECTANGLE. Coordinates of angles: (-53, -75), (43, -10). Perimeter = 322.000000; Color: GREEN
1238: It is TRIANGLE. Coordinates of vertices: (1, 16), (-86, 49), (49, 71). Perimeter =  302.829221; Color: GREEN
1239: It is TRIANGLE. Coordinates of vertices: (73, -88), (16, -77), (-94, 12). Perimeter =  394.198254; Color: PURPLE
1240: It is TRIANGLE. Coordinates of vertices: (-5, 93), (55, 20), (77, -60). Perimeter =  351.051854; Color: CYAN
1241: It is TRIANGLE. Coordinates of vertices: (-55, -78), (34, 92), (22, 6). Perimeter =  392.672906; Color: GREEN
1242: It is CIRCLE. Center coordinates: (63, -7), radius: 81. Perimeter = 508.938010; Color: ORANGE
1243: It is CIRCLE. Center coordinates: (56, -63), radius: 46. Perimeter = 289.026524; Color: YELLOW
1244: It is CIRCLE. Center coordinates: (16, 40), radius: 86. Perimeter = 540.353936; Color: BLUE
1245: It is RECTANGLE. Coordinates of angles: (47, 24), (136, 85). Perimeter = 300.000000; Color: GREEN
1246: It is TRIANGLE. Coordinates of vertices: (-83, 52), (-11, -9), (8, 86). Perimeter =  288.391901; Color: CYAN
1247: It is CIRCLE. Center coordinates: (14, 97), radius: 53. Perimeter = 333.008821; Color: CYAN
1248: It is RECTANGLE. Coordinates of angles: (62, -17), (150, 73). Perimeter = 356.000000; Color: YELLOW
1249: It is CIRCLE. Center coordinates: (96, -1), radius: 70. Perimeter = 439.822971; Color: GREEN
1250: It is CIRCLE. Center coordinates: (70, -87), radius: 86. Perimeter = 540.353936; Color: PURPLE
1251: It is TRIANGLE. Coordinates of vertices: (-95, -26), (-69, 76), (17, -47). Perimeter =  369.296633; Color: BLUE
1252: It is TRIANGLE. Coordinates of vertices: (90, -84), (-45, -15), (33, 29). Perimeter =  367.728036; Color: PURPLE
1253: It is TRIANGLE. Coordinates of vertices: (0, 64), (-63, -13), (-50, -56). Perimeter =  274.410848; Color: PURPLE
1254: It is CIRCLE. Center coordinates: (12, -25), radius: 93. Perimeter = 584.336233; Color: CYAN
1255: It is TRIANGLE. Coordinates of vertices: (-83, 16), (-51, -46), (24, 36). Perimeter =  289.750221; Color: PURPLE
1256: It is CIRCLE. Center coordinates: (77, -49), radius: 80. Perimeter = 502.654824; Color: GREEN
1257: It is TRIANGLE. Coordinates of vertices: (92, -76), (99, -26), (-68, 36). Perimeter =  423.930099; Color: YELLOW
1258: It is RECTANGLE. Coordinates of angles: (-31, 75), (16, 166). Perimeter = 276.000000; Color: BLUE
1259: It is TRIANGLE. Coordinates of vertices: (-52, 82), (44, -29), (25, -89). Perimeter =  397.228037; Color: GREEN
1260: It is CIRCLE. Center coordinates: (30, -66), radius: 89. Perimeter = 559.203492; Color: YELLOW
1261: It is TRIANGLE. Coordinates of vertices: (-47, 2), (75, 69), (-94, -31). Perimeter =  392.984690; Color: CYAN
1262: It is TRIANGLE. Coordinates of vertices: (-15, -94), (71, 33), (-34, 40). Perimeter =  393.952003; Color: CYAN
1263: It is CIRCLE. Center coordinates: (-44, 59), radius: 77. Perimeter = 483.805269; Color: YELLOW
1264: It is CIRCLE. Center coordinates: (65, -99), radius: 50. Perimeter = 314.159265; Color: ORANGE
1265: It is RECTANGLE. Coordinates of angles: (60, -79), (143, -23). Perimeter = 278.000000; Color: GREEN
1266: It is CIRCLE. Center coordinates: (-36, 65), radius: 84. Perimeter = 527.787566; Color: BLUE
1267: It is TRIANGLE. Coordinates of vertices: (-42, 57), (-89, 20), (74, 14). Perimeter =  346.640156; Color: YELLOW
1268: It is TRIANGLE. Coordinates of vertices: (12, -92), (-18, -3), (30, 46). Perimeter =  301.682143; Color: CYAN
1269: It is TRIANGLE. Coordinates of vertices: (-54, -28), (73, -41), (98, -26). Perimeter =  308.831537; Color: GREEN
1270: It is TRIANGLE. Coordinates of vertices: (-11, -6), (78, 76), (61, -44). Perimeter =  323.627242; Color: CYAN
1271: It is TRIANGLE. Coordinates of vertices: (-83, 44), (-69, 65), (-48, -87). Perimeter =  314.277645; Color: ORANGE
1272: It is CIRCLE. Center coordinates: (38, -67), radius: 67. Perimeter = 420.973416; Color: PURPLE
1273: It is TRIANGLE. Coordinates of vertices: (-79, -73), (-85, 43), (-54, 58). Perimeter =  283.957583; Color: RED
1274: It is TRIANGLE. Coordinates of vertices: (28, 83), (-46, -33), (-90, 5). Perimeter =  337.181010; Color: RED
1275: It is TRIANGLE. Coordinates of vertices: (95, -68), (65, 80), (8, 29). Perimeter =  357.794881; Color: RED
1276: It is TRIANGLE. Coordinates of vertices: (-45, 5), (-96, 25), (29, 66). Perimeter =  282.234645; Color: ORANGE
1277: It is CIRCLE. Center coordinates: (28, -27), radius: 91. Perimeter = 571.769863; Color: RED
1278: It is TRIANGLE. Coordinates of vertices: (-31, -100), (50, -58), (-71, 14). Perimeter =  352.856623; Color: CYAN
1279: It is CIRCLE. Center coordinates: (-94, -67), radius: 61. Perimeter = 383.274304; Color: YELLOW
1280: It is TRIANGLE. Coordinates of vertices: (82, -86), (-10, 41), (-92, 70). Perimeter =  477.490668; Color: GREEN
1281: It is CIRCLE. Center coordinates: (36, -29), radius: 67. Perimeter = 420.973416; Color: PURPLE
1282: It is CIRCLE. Center coordinates: (54, -78), radius: 89. Perimeter = 559.203492; Color: ORANGE
1283: It is TRIANGLE. Coordinates of vertices: (86, -26), (-41, -60), (-12, -20). Perimeter =  279.062410; Color: CYAN
1284: It is CIRCLE. Center coordinates: (-93, 66), radius: 47. Perimeter = 295.309709; Color: PURPLE
1285: It is TRIANGLE. Coordinates of vertices: (-46, 6), (-86, 13), (67, -18). Perimeter =  312.237378; Color: CYAN
1286: It is TRIANGLE. Coordinates of vertices: (53, -70), (-76, -67), (63, -64). Perimeter =  279.729153; Color: GREEN
1287: It is TRIANGLE. Coordinates of vertices: (83, -100), (-3, 70), (-55, 3). Perimeter =  447.527112; Color: PURPLE
1288: It is CIRCLE. Center coordinates: (36, 48), radius: 59. Perimeter = 370.707933; Color: PURPLE
1289: It is CIRCLE. Center coordinates: (78, -52), radius: 90. Perimeter = 565.486678; Color: BLUE
1290: It is CIRCLE. Center coordinates: (-68, 27), radius: 61. Perimeter = 383.274304; Color: PURPLE
1291: It is TRIANGLE. Coordinates of vertices: (86, -47), (20, 91), (-36, 80). Perimeter =  386.145800; Color: BLUE
1292: It is RECTANGLE. Coordinates of angles: (-45, 48), (53, 131). Perimeter = 362.000000; Color: PURPLE
1293: It is CIRCLE. Center coordinates: (31, -34), radius: 82. Perimeter = 515.221195; Color: GREEN
1294: It is TRIANGLE. Coordinates of vertices: (97, 70), (99, -56), (-100, -47). Perimeter =  554.343706; Color: PURPLE
1295: It is TRIANGLE. Coordinates of vertices: (-19, -77), (49, -84), (38, 88). Perimeter =  415.278768; Color: BLUE
1296: It is RECTANGLE. Coordinates of angles: (-21, -26), (68, 46). Perimeter = 322.000000; Color: RED
1297: It is CIRCLE. Center coordinates: (94, 10), radius: 61. Perimeter = 383.274304; Color: BLUE
1298: It is CIRCLE. Center coordinates: (26, 12), radius: 97. Perimeter = 609.468975; Color: PURPLE
1299: It is RECTANGLE. Coordinates of angles: (80, -3), (126, 88). Perimeter = 274.000000; Color: PURPLE
1300: It is TRIANGLE. Coordinates of vertices: (-73, -97), (29, 28), (-64, 12). Perimeter =  365.072291; Color: ORANGE
1301: It is CIRCLE. Center coordinates: (-31, -46), radius: 82. Perimeter = 515.221195; Color: YELLOW
1302: It is TRIANGLE. Coordinates of vertices: (-65, 88), (80, -29), (13, -91). Perimeter =  472.858443; Color: BLUE
1303: It is RECTANGLE. Coordinates of angles: (-6, 55), (75, 125). Perimeter = 302.000000; Color: YELLOW
1304: It is TRIANGLE. Coordinates of vertices: (-48, 20), (76, -47), (22, -69). Perimeter =  312.482625; Color: CYAN
1305: It is TRIANGLE. Coordinates of vertices: (23, -31), (-82, -38), (75, 12). Perimeter =  337.478532; Color: RED
1306: It is TRIANGLE. Coordinates of vertices: (-48, 83), (-25, -95), (62, 38). Perimeter =  457.256104; Color: YELLOW
1307: It is CIRCLE. Center coordinates: (57, 97), radius: 45. Perimeter = 282.743339; Color: RED
1308: It is TRIANGLE. Coordinates of vertices: (50, -97), (-10, -55), (-69, 43). Perimeter =  371.370685; Color: PURPLE
1309: It is CIRCLE. Center coordinates: (25, -20), radius: 91. Perimeter = 571.769863; Color: RED
1310: It is TRIANGLE. Coordinates of vertices: (-75, -83), (-65, -57), (-67, 64). Perimeter =  296.090830; Color: RED
1311: It is TRIANGLE. Coordinates of vertices: (-54, -45), (41, 52), (27, -39). Perimeter =  309.064411; Color: RED
1312: It is CIRCLE. Center coordinates: (-89, 95), radius: 81. Perimeter = 508.938010; Color: YELLOW
1313: It is CIRCLE. Center coordinates: (-46, 37), radius: 98. Perimeter = 615.752160; Color: YELLOW
1314: It is TRIANGLE. Coordinates of vertices: (26, 78), (-53, 0), (90, 9). Perimeter =  348.412589; Color: GREEN
1315: It is CIRCLE. Center coordinates: (-2, 55), radius: 57. Perimeter = 358.141562; Color: CYAN
1316: It is TRIANGLE. Coordinates of vertices: (46, 73), (14, 80), (-92, -89). Perimeter =  445.058307; Color: RED
1317: It is TRIANGLE. Coordinates of vertices: (-44, -78), (98, 33), (-88, -31). Perimeter =  441.320452; Color: ORANGE
1318: It is TRIANGLE. Coordinates of vertices: (-71, 92), (13, -68), (-39, 61). Perimeter =  364.349355; Color: RED
1319: It is TRIANGLE. Coordinates of vertices: (-36, -83), (61, -61), (-96, -37). Perimeter =  333.891596; Color: GREEN
1320: It is TRIANGLE. Coordinates of vertices: (-80, -89), (-52, -65), (28, 22). Perimeter =  309.939616; Color: CYAN
1321: It is CIRCLE. Center coordinates: (-44, -28), radius: 56. Perimeter = 351.858377; Color: BLUE
1322: It is CIRCLE. Center coordinates: (-44, -4), radius: 47. Perimeter = 295.309709; Color: GREEN
1323: It is TRIANGLE. Coordinates of vertices: (-38, 17), (13, -90), (2, 41). Perimeter =  296.641332; Color: YELLOW
1324: It is TRIANGLE. Coordinates of vertices: (-36, 85), (-57, 63), (69, -30). Perimeter =  342.742525; Color: PURPLE
1325: It is TRIANGLE. Coordinates of vertices: (-4, 15), (86, -8), (99, -91). Perimeter =  324.704856; Color: PURPLE
1326: It is CIRCLE. Center coordinates: (81, -10), radius: 46. Perimeter = 289.026524; Color: BLUE
1327: It is CIRCLE. Center coordinates: (-37, 56), radius: 66. Perimeter = 414.690230; Color: YELLOW
1328: It is RECTANGLE. Coordinates of angles: (73, 35), (146, 120). Perimeter = 316.000000; Color: GREEN
1329: It is TRIANGLE. Coordinates of vertices: (-84, -88), (40, 58), (11, -77). Perimeter =  425.265969; Color: BLUE
1330: It is TRIANGLE. Coordinates of vertices: (-79, 50), (19, 31), (-75, -31). Perimeter =  293.529058; Color: PURPLE
1331: It is TRIANGLE. Coordinates of vertices: (-4, 86), (80, -9), (-2, -18). Perimeter =  313.322536; Color: CYAN
1332: It is CIRCLE. Center coordinates: (-79, 74), radius: 86. Perimeter = 540.353936; Color: YELLOW
1333: It is CIRCLE. Center coordinates: (26, 84), radius: 94. Perimeter = 590.619419; Color: PURPLE
1334: It is RECTANGLE. Coordinates of angles: (-44, 50), (48, 122). Perimeter = 328.000000; Color: CYAN
1335: It is TRIANGLE. Coordinates of vertices: (3, -97), (-64, -19), (33, 77). Perimeter =  415.865802; Color: ORANGE
1336: It is TRIANGLE. Coordinates of vertices: (-36, 5), (95, 27), (-10, -34). Perimeter =  301.139759; Color: YELLOW
1337: It is RECTANGLE. Coordinates of angles: (-42, 30), (15, 115). Perimeter = 284.000000; Color: BLUE
1338: It is CIRCLE. Center coordinates: (-51, -20), radius: 99. Perimeter = 622.035345; Color: ORANGE
1339: It is CIRCLE. Center coordinates: (-51, -54), radius: 56. Perimeter = 351.858377; Color: BLUE
1340: It is CIRCLE. Center coordinates: (-59, -12), radius: 90. Perimeter = 565.486678; Color: GREEN
1341: It is CIRCLE. Center coordinates: (18, -80), radius: 67. Perimeter = 420.973416; Color: ORANGE
1342: It is CIRCLE. Center coordinates: (91, -82), radius: 59. Perimeter = 370.707933; Color: RED
1343: It is TRIANGLE. Coordinates of vertices: (-60, 93), (70, 6), (58, 68). Perimeter =  340.195550; Color: CYAN
1344: It is TRIANGLE. Coordinates of vertices: (9, -98), (35, -28), (-94, -54). Perimeter =  318.271156; Color: PURPLE
1345: It is CIRCLE. Center coordinates: (56, -25), radius: 52. Perimeter = 326.725636; Color: PURPLE
1346: It is CIRCLE. Center coordinates: (-36, 71), radius: 75. Perimeter = 471.238898; Color: ORANGE
1347: It is TRIANGLE. Coordinates of vertices: (-47, -3), (-100, -27), (81, -43). Perimeter =  373.990996; Color: ORANGE
1348: It is CIRCLE. Center coordinates: (60, 85), radius: 88. Perimeter = 552.920307; Color: RED
1349: It is CIRCLE. Center coordinates: (-42, -90), radius: 77. Perimeter = 483.805269; Color: BLUE
1350: It is CIRCLE. Center coordinates: (80, 69), radius: 62. Perimeter = 389.557489; Color: PURPLE
1351: It is CIRCLE. Center coordinates: (70, 19), radius: 82. Perimeter = 515.221195; Color: YELLOW
1352: It is TRIANGLE. Coordinates of vertices: (-70, 70), (97, 99), (79, 37). Perimeter =  386.669928; Color: RED
1353: It is TRIANGLE. Coordinates of vertices: (13, 1), (-36, -78), (92, 88). Perimeter =  420.097016; Color: GREEN
1354: It is CIRCLE. Center coordinates: (12, -42), radius: 50. Perimeter = 314.159265; Color: PURPLE
1355: It is TRIANGLE. Coordinates of vertices: (-99, -70), (31, 39), (21, -7). Perimeter =  352.256332; Color: ORANGE
1356: It is TRIANGLE. Coordinates of vertices: (34, -10), (44, -91), (-33, 15). Perimeter =  284.142453; Color: YELLOW
1357: It is TRIANGLE. Coordinates of vertices: (96, -75), (32, -69), (0, 24). Perimeter =  300.534185; Color: YELLOW
1358: It is RECTANGLE. Coordinates of angles: (-80, 32), (-11, 104). Perimeter = 282.000000; Color: RED
1359: It is TRIANGLE. Coordinates of vertices: (-15, -54), (65, 51), (52, 75). Perimeter =  304.660094; Color: CYAN
1360: It is TRIANGLE. Coordinates of vertices: (5, -76), (-60, 81), (43, 7). Perimeter =  388.035433; Color: CYAN
1361: It is TRIANGLE. Coordinates of vertices: (3, -76), (94, 8), (22, 98). Perimeter =  414.133161; Color: YELLOW
1362: It is RECTANGLE. Coordinates of angles: (98, 36), (181, 133). Perimeter = 360.000000; Color: YELLOW
1363: It is CIRCLE. Center coordinates: (76, 12), radius: 90. Perimeter = 565.486678; Color: GREEN
1364: It is CIRCLE. Center coordinates: (-28, 54), radius: 68. Perimeter = 427.256601; Color: RED
1365: It is CIRCLE. Center coordinates: (-73, -24), radius: 48. Perimeter = 301.592895; Color: ORANGE
1366: It is TRIANGLE. Coordinates of vertices: (70, -19), (-89, -21), (-17, 71). Perimeter =  401.013109; Color: YELLOW
1367: It is CIRCLE. Center coordinates: (76, 3), radius: 86. Perimeter = 540.353936; Color: RED
1368: It is TRIANGLE. Coordinates of vertices: (-82, 64), (-75, 16), (98, 81). Perimeter =  414.116735; Color: ORANGE
1369: It is TRIANGLE. Coordinates of vertices: (94, 95), (51, -56), (-64, -35). Perimeter =  478.511793; Color: ORANGE
1370: It is CIRCLE. Center coordinates: (28, -28), radius: 70. Perimeter = 439.822971; Color: PURPLE
1371: It is TRIANGLE. Coordinates of vertices: (-24, 97), (-85, 82), (90, 74). Perimeter =  354.296990; Color: CYAN
1372: It is CIRCLE. Center coordinates: (46, -44), radius: 51. Perimeter = 320.442451; Color: GREEN
1373: It is TRIANGLE. Coordinates of vertices: (-80, -9), (63, 89), (43, 0). Perimeter =  387.906355; Color: PURPLE
1374: It is RECTANGLE. Coordinates of angles: (-90, 17), (-9, 108). Perimeter = 344.000000; Color: ORANGE
1375: It is TRIANGLE. Coordinates of vertices: (25, 96), (92, 9), (-44, -8). Perimeter =  371.675159; Color: YELLOW
1376: It is TRIANGLE. Coordinates of vertices: (85, 94), (32, -89), (34, -56). Perimeter =  382.013842; Color: YELLOW
1377: It is CIRCLE. Center coordinates: (18, 74), radius: 75. Perimeter = 471.238898; Color: GREEN
1378: It is TRIANGLE. Coordinates of vertices: (20, 48), (-83, 50), (-42, -30). Perimeter =  292.553148; Color: BLUE
1379: It is RECTANGLE. Coordinates of angles: (-69, 35), (13, 125). Perimeter = 344.000000; Color: PURPLE
1380: It is CIRCLE. Center coordinates: (-84, -41), radius: 92. Perimeter = 578.053048; Color: CYAN
1381: It is TRIANGLE. Coordinates of vertices: (12, 56), (61, 96), (-97, 49). Perimeter =  337.320347; Color: PURPLE
1382: It is CIRCLE. Center coordinates: (-24, -45), radius: 95. Perimeter = 596.902604; Color: RED
1383: It is TRIANGLE. Coordinates of vertices: (40, -16), (43, 88), (-33, 76). Perimeter =  298.428400; Color: YELLOW
1384: It is CIRCLE. Center coordinates: (22, 86), radius: 83. Perimeter = 521.504380; Color: YELLOW
1385: It is TRIANGLE. Coordinates of vertices: (93, -77), (-63, 57), (86, 34). Perimeter =  467.635407; Color: RED
1386: It is TRIANGLE. Coordinates of vertices: (47, -39), (-88, -86), (-2, 47). Perimeter =  400.309787; Color: BLUE
1387: It is CIRCLE. Center coordinates: (33, 81), radius: 75. Perimeter = 471.238898; Color: BLUE
1388: It is CIRCLE. Center coordinates: (-42, -95), radius: 67. Perimeter = 420.973416; Color: GREEN
1389: It is TRIANGLE. Coordinates of vertices: (-31, 94), (-52, 6), (47, 42). Perimeter =  289.557622; Color: ORANGE
1390: It is TRIANGLE. Coordinates of vertices: (0, -56), (21, 96), (-20, 4). Perimeter =  317.411745; Color: PURPLE
1391: It is TRIANGLE. Coordinates of vertices: (-10, 14), (93, -31), (-6, -94). Perimeter =  337.820760; Color: ORANGE
1392: It is RECTANGLE. Coordinates of angles: (74, 60), (154, 130). Perimeter = 300.000000; Color: CYAN
1393: It is CIRCLE. Center coordinates: (96, -77), radius: 75. Perimeter = 471.238898; Color: GREEN
1394: It is RECTANGLE. Coordinates of angles: (-25, -97), (72, -18). Perimeter = 352.000000; Color: CYAN
1395: It is TRIANGLE. Coordinates of vertices: (8, -14), (-82, 46), (85, -75). Perimeter =  412.628981; Color: CYAN
1396: It is TRIANGLE. Coordinates of vertices: (-39, -91), (19, 92), (14, 8). Perimeter =  388.414286; Color: GREEN
1397: It is TRIANGLE. Coordinates of vertices: (60, 75), (-7, 99), (-3, -41). Perimeter =  343.229732; Color: BLUE
1398: It is TRIANGLE. Coordinates of vertices: (40, -22), (76, -10), (-89, -77). Perimeter =  356.267098; Color: GREEN
1399: It is CIRCLE. Center coordinates: (-52, -71), radius: 59. Perimeter = 370.707933; Color: PURPLE
1400: It is TRIANGLE. Coordinates of vertices: (-69, -68), (89, 98), (40, 30). Perimeter =  459.565322; Color: ORANGE
1401: It is TRIANGLE. Coordinates of vertices: (21, -85), (48, -43), (-82, -45). Perimeter =  290.439678; Color: YELLOW
1402: It is CIRCLE. Center coordinates: (53, -74), radius: 72. Perimeter = 452.389342; Color: CYAN
1403: It is CIRCLE. Center coordinates: (-39, -35), radius: 95. Perimeter = 596.902604; Color: GREEN
1404: It is CIRCLE. Center coordinates: (-80, 79), radius: 75. Perimeter = 471.238898; Color: YELLOW
1405: It is CIRCLE. Center coordinates: (25, -81), radius: 70. Perimeter = 439.822971; Color: CYAN
1406: It is TRIANGLE. Coordinates of vertices: (-37, -53), (12, 17), (-75, 59). Perimeter =  300.324218; Color: ORANGE
1407: It is TRIANGLE. Coordinates of vertices: (76, 43), (57, -100), (25, -8). Perimeter =  313.787973; Color: RED
1408: It is CIRCLE. Center coordinates: (-67, -68), radius: 52. Perimeter = 326.725636; Color: ORANGE
1409: It is TRIANGLE. Coordinates of vertices: (23, -83), (1, 25), (-21, 79). Perimeter =  336.396481; Color: CYAN
1410: It is TRIANGLE. Coordinates of vertices: (99, 52), (56, -90), (-23, -37). Perimeter =  394.512519; Color: GREEN
1411: It is RECTANGLE. Coordinates of angles: (-16, 31), (54, 123). Perimeter = 324.000000; Color: PURPLE
1412: It is CIRCLE. Center coordinates: (96, 17), radius: 94. Perimeter = 590.619419; Color: RED
1413: It is RECTANGLE. Coordinates of angles: (-20, -27), (66, 26). Perimeter = 278.000000; Color: CYAN
1414: It is RECTANGLE. Coordinates of angles: (-18, -38), (66, 33). Perimeter = 310.000000; Color: BLUE
1415: It is CIRCLE. Center coordinates: (77, 68), radius: 75. Perimeter = 471.238898; Color: BLUE
1416: It is TRIANGLE. Coordinates of vertices: (-54, -38), (-22, -80), (64, -22). Perimeter =  275.611740; Color: GREEN
1417: It is TRIANGLE. Coordinates of vertices: (28, 23), (-51, 76), (95, -4). Perimeter =  333.848443; Color: YELLOW
1418: It is TRIANGLE. Coordinates of vertices: (-31, -83), (44, -18), (-5, 39). Perimeter =  299.153377; Color: GREEN
1419: It is TRIANGLE. Coordinates of vertices: (94, 35), (-92, 6), (43, 47). Perimeter =  381.728550; Color: RED
1420: It is TRIANGLE. Coordinates of vertices: (88, 49), (-25, -72), (-43, -61). Perimeter =  357.713150; Color: ORANGE
1421: It is CIRCLE. Center coordinates: (-95, -95), radius: 69. Perimeter = 433.539786; Color: CYAN
1422: It is CIRCLE. Center coordinates: (-12, 73), radius: 78. Perimeter = 490.088454; Color: BLUE
1423: It is TRIANGLE. Coordinates of vertices: (-94, 68), (-38, 3), (17, 86). Perimeter =  297.815331; Color: CYAN
